cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,444e811c-4cd3-47ba-a4b0-7f99ea839bdb,25,26,user,,,,,,0.46144938468933105,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,0,26,agent,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,1,26,user,,,,,,0.4829897880554199,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,2,26,agent,0.47343337535858154,0.09375,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,3,26,user,,,,,,0.2931060791015625,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,4,26,agent,0.6284940242767334,0.02631578947368421,0.0,0.4300181269645691,-0.04863883852958678,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,5,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,6,26,agent,0.635261595249176,0.3050847457627119,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,7,26,user,,,,,,0.3612211346626282,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,8,26,agent,0.7004561424255371,0.1553398058252427,0.0,0.5989988446235657,0.0186268270015717,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,9,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,10,26,agent,0.5896865725517273,0.03225806451612903,0.0,0.5098505318164825,0.0546761929988861,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,11,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,12,26,agent,0.7160961627960205,0.2261904761904762,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,13,26,user,,,,,,0.24802625179290771,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,14,26,agent,0.6703781485557556,0.3142857142857143,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,15,26,user,,,,,,0.29538410902023315,0,1
