cell,precision,traj_id,step_idx,n_steps,actor,n_tokens,n_content_tokens,U_all,U_stopfilter,U_content,mean_prob,label_fail
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,22,35,agent,30,11,0.4446778101055884,0.49708153438058117,0.7920125628059561,0.7251632370181416,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,24,35,agent,86,24,0.6053728361217654,0.5685521177406047,1.218738683188955,0.6723910740913638,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,26,35,agent,63,23,0.520760454537044,0.4924130393025357,0.7637064709611561,0.7008453785002217,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,28,35,agent,99,28,0.8914739363248909,1.1813810691639988,1.9909495588924204,0.6413014863260891,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,30,35,agent,134,42,2.67266933612817,2.677907211369531,4.567809182618346,0.5393377562084749,1
qwen14B-int4_retail_50runs,bf16,780d34d9-b407-4a4c-9dfe-ec2798dfc3ce,33,35,agent,18,0,0.8576304450563532,0.7817772411953948,,0.8834306001626594,1
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,2,44,agent,76,29,2.7582447133717993,3.726329259851238,4.631427542402826,0.46905812646257855,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,4,44,agent,71,19,3.4858190871192085,3.3772617854946363,6.664226411204589,0.5172748372253524,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,6,44,agent,87,26,0.6395750858063203,0.7665099937875859,1.3738105517740433,0.7031529986171796,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,8,44,agent,23,11,1.4428355421708978,1.9225638709031045,2.592173446308483,0.5251873733803525,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,10,44,agent,78,11,0.32845579444564804,0.2749231249435458,1.238495647907257,0.8460330647204287,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,12,44,agent,41,10,0.7256610701726378,0.9253196380224741,2.7740330792963506,0.7917014555912306,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,14,44,agent,75,15,0.36458167143791625,0.28443579914858963,0.7604961673418681,0.7668679409334126,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,16,44,agent,36,5,0.17738922601760976,0.2334168830246902,1.0058517187833786,0.8982533516630521,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,18,44,agent,96,21,0.35150937988665953,0.2990040922099553,0.7291475271894818,0.8028465551442899,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,20,44,agent,119,31,0.4040320998109496,0.4488244529598466,0.8904262021664651,0.762773938474298,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,22,44,agent,83,17,0.3455970347428536,0.38929565923954096,1.2956040598013823,0.831112345168263,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,24,44,agent,106,18,0.20317036428008586,0.23213919582122186,0.6296059282289611,0.8625816562502242,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,26,44,agent,61,11,0.2124600547627892,0.24184288400513512,0.7732179205526005,0.8695455916091382,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,28,44,agent,166,28,0.38333163811310866,0.41462371047818963,1.7893865103168147,0.8501561727875349,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,30,44,agent,172,17,0.3132818877338254,0.31779487654824984,2.060522909988375,0.8907988781494518,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,32,44,agent,212,44,0.6263353388570873,0.7306833155758091,2.1750758090479807,0.7668387034919941,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,34,44,agent,149,39,0.6916228605014296,0.776122118172633,1.351326255271068,0.69474488640709,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,36,44,agent,54,16,0.3909232177208095,0.4201779058774215,0.7076872051693499,0.7607852081007438,0
qwen14B-int4_retail_50runs,bf16,387e6df6-f634-464f-ad06-830d7863d98e,38,44,agent,126,17,0.2881537341195935,0.2448024587266426,0.9961727612158832,0.8265497120953794,0
